Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
02-09-2021,21:29,31-08-2021,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-0.03,EUR,46.19,
02-09-2021,21:29,31-08-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-0.03,EUR,46.22,
02-09-2021,21:29,31-08-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-0.03,EUR,46.25,
19-08-2021,10:32,18-08-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,68 EUR",,,,EUR,46.28,
19-08-2021,10:32,18-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.68,EUR,45.60,
18-08-2021,07:33,17-08-2021,,,Valuta Debitering,,EUR,0.68,EUR,46.28,
18-08-2021,07:33,17-08-2021,,,Valuta Debitering,1.1720,USD,-0.80,USD,0.00,
17-08-2021,07:29,16-08-2021,ONEOK INC. COMMON STO,US6826801036,Dividend,,USD,0.94,USD,0.80,
17-08-2021,07:29,16-08-2021,ONEOK INC. COMMON STO,US6826801036,Dividendbelasting,,USD,-0.14,USD,-0.14,
05-08-2021,12:32,04-08-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,25 EUR",,,,EUR,45.60,
05-08-2021,12:32,04-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.25,EUR,41.35,
04-08-2021,11:17,03-08-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,09 EUR",,,,EUR,45.60,
04-08-2021,11:17,03-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.09,EUR,45.69,
04-08-2021,07:36,03-08-2021,,,Valuta Debitering,,EUR,4.25,EUR,45.60,
04-08-2021,07:36,03-08-2021,,,Valuta Debitering,1.1877,USD,-5.05,USD,0.00,
03-08-2021,16:13,31-07-2021,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-0.03,EUR,41.35,
03-08-2021,16:13,31-07-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-0.03,EUR,41.38,
03-08-2021,16:13,31-07-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-0.03,EUR,41.41,
03-08-2021,07:52,02-08-2021,AT&T INC.,US00206R1023,Dividend,,USD,4.68,USD,5.05,
03-08-2021,07:52,02-08-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.70,USD,0.37,
03-08-2021,07:47,02-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividend,,USD,1.26,USD,1.07,
03-08-2021,07:47,02-08-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendbelasting,,USD,-0.19,USD,-0.19,
15-07-2021,14:45,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividend,,USD,1.26,USD,0.00,
15-07-2021,14:45,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendbelasting,,USD,-0.19,USD,-1.26,
15-07-2021,14:43,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividend,,USD,-1.26,USD,-1.07,
15-07-2021,14:43,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendbelasting,,USD,0.19,USD,0.19,
05-07-2021,15:58,02-07-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,51 EUR",,,,EUR,41.44,
05-07-2021,15:58,02-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.51,EUR,41.95,
02-07-2021,08:23,30-06-2021,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-0.17,EUR,41.44,
02-07-2021,08:23,30-06-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-0.17,EUR,41.61,
02-07-2021,08:23,30-06-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-0.17,EUR,41.78,
02-07-2021,08:10,30-06-2021,,,Flatex Interest,,EUR,-0.08,EUR,41.95,
01-07-2021,16:48,30-06-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,12 EUR",,,,EUR,42.03,
01-07-2021,16:48,30-06-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.12,EUR,42.15,
30-06-2021,10:16,29-06-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,25 EUR",,,,EUR,42.03,
30-06-2021,10:16,29-06-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.25,EUR,41.78,
30-06-2021,09:47,31-05-2021,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-0.04,EUR,42.03,
30-06-2021,09:47,31-05-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-0.04,EUR,42.07,
30-06-2021,09:47,31-05-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-0.04,EUR,42.11,
29-06-2021,11:16,28-06-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 80,57 EUR",,,,EUR,42.15,
29-06-2021,11:16,28-06-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,80.57,EUR,122.72,
29-06-2021,08:37,28-06-2021,,,Valuta Debitering,,EUR,0.25,EUR,42.15,
29-06-2021,08:37,28-06-2021,,,Valuta Debitering,1.1937,USD,-0.31,USD,0.00,
28-06-2021,15:30,28-06-2021,ALTRIA GROUP INC.,US02209S1033,Valuta Creditering,1.1909,USD,95.34,USD,0.31,6acdf409-b222-4b29-b553-87bb7b523529
28-06-2021,15:30,28-06-2021,ALTRIA GROUP INC.,US02209S1033,Valuta Debitering,,EUR,-80.06,EUR,41.90,6acdf409-b222-4b29-b553-87bb7b523529
28-06-2021,15:30,28-06-2021,ALTRIA GROUP INC.,US02209S1033,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,121.96,6acdf409-b222-4b29-b553-87bb7b523529
28-06-2021,15:30,28-06-2021,ALTRIA GROUP INC.,US02209S1033,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,121.97,6acdf409-b222-4b29-b553-87bb7b523529
28-06-2021,15:30,28-06-2021,ALTRIA GROUP INC.,US02209S1033,"Koop 2 @ 47,67 USD",,USD,-95.34,USD,-95.03,6acdf409-b222-4b29-b553-87bb7b523529
28-06-2021,08:01,25-06-2021,BANK OF AMERICA CORPOR,US0605051046,Dividend,,USD,0.36,USD,0.31,
28-06-2021,08:01,25-06-2021,BANK OF AMERICA CORPOR,US0605051046,Dividendbelasting,,USD,-0.05,USD,-0.05,
26-06-2021,08:42,25-06-2021,,,iDEAL Deposit,,EUR,100.00,EUR,122.47,
26-06-2021,08:42,25-06-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-100.00,EUR,22.47,
24-06-2021,19:12,24-06-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,100.00,EUR,122.47,
08-06-2021,16:18,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,3.64,USD,0.00,
08-06-2021,16:18,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.55,USD,-3.64,
08-06-2021,16:16,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,3.64,USD,-3.09,
08-06-2021,16:16,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.55,USD,-6.73,
08-06-2021,14:48,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,-3.64,USD,-6.18,
08-06-2021,14:48,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,0.55,USD,-2.54,
08-06-2021,14:47,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,-3.64,USD,-3.09,
08-06-2021,14:47,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,0.55,USD,0.55,
01-06-2021,11:16,31-05-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,46 EUR",,,,EUR,22.47,
01-06-2021,11:16,31-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.46,EUR,21.01,
29-05-2021,09:21,28-05-2021,,,Valuta Debitering,,EUR,1.46,EUR,22.47,
29-05-2021,09:21,28-05-2021,,,Valuta Debitering,1.2204,USD,-1.79,USD,0.00,
28-05-2021,14:33,28-05-2021,CASTOR MARITIME INC. - COMMON SHARES,MHY1146L1258,"STOCK SPLIT: Koop 3 @ 3,585 USD",,USD,-10.76,USD,1.79,
28-05-2021,14:33,28-05-2021,CASTOR MARITIME CS,MHY1146L1092,"STOCK SPLIT: Verkoop 35 @ 0,3585 USD",,USD,12.55,USD,12.54,
25-05-2021,12:16,24-05-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 44,65 EUR",,,,EUR,21.01,
25-05-2021,12:16,24-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,44.65,EUR,65.66,
24-05-2021,15:30,24-05-2021,ONEOK INC. COMMON STO,US6826801036,Valuta Creditering,1.2202,USD,53.87,USD,0.00,c429c5b8-0a41-4c9c-8b6c-16f28662e0f6
24-05-2021,15:30,24-05-2021,ONEOK INC. COMMON STO,US6826801036,Valuta Debitering,,EUR,-44.15,EUR,21.01,c429c5b8-0a41-4c9c-8b6c-16f28662e0f6
24-05-2021,15:30,24-05-2021,ONEOK INC. COMMON STO,US6826801036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,65.16,c429c5b8-0a41-4c9c-8b6c-16f28662e0f6
24-05-2021,15:30,24-05-2021,ONEOK INC. COMMON STO,US6826801036,"Koop 1 @ 53,87 USD",,USD,-53.87,USD,-53.87,c429c5b8-0a41-4c9c-8b6c-16f28662e0f6
06-05-2021,12:32,05-05-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,45 EUR",,,,EUR,65.66,
06-05-2021,12:32,05-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.45,EUR,62.21,
05-05-2021,08:56,04-05-2021,,,Valuta Debitering,,EUR,3.45,EUR,65.66,
05-05-2021,08:56,04-05-2021,,,Valuta Debitering,1.2025,USD,-4.16,USD,0.00,
04-05-2021,13:18,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,3.64,USD,4.16,
04-05-2021,13:18,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.55,USD,0.52,
04-05-2021,13:09,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,-7.28,USD,1.07,
04-05-2021,13:09,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,1.10,USD,8.35,
04-05-2021,12:17,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,3.64,USD,7.25,
04-05-2021,12:17,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.55,USD,3.61,
04-05-2021,12:12,03-05-2021,AT&T INC.,US00206R1023,Dividend,,USD,3.64,USD,4.16,
04-05-2021,12:12,03-05-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.55,USD,0.52,
04-05-2021,08:24,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividend,,USD,1.26,USD,1.07,
04-05-2021,08:24,03-05-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendbelasting,,USD,-0.19,USD,-0.19,
03-05-2021,16:16,30-04-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,68 EUR",,,,EUR,62.21,
03-05-2021,16:16,30-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.68,EUR,61.53,
30-04-2021,07:48,29-04-2021,AHOLD DELHAIZE,NL0011794037,Dividend,,EUR,0.80,EUR,62.21,
30-04-2021,07:48,29-04-2021,AHOLD DELHAIZE,NL0011794037,Dividendbelasting,,EUR,-0.12,EUR,61.41,
22-04-2021,11:15,22-04-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 50,52 EUR",,,,EUR,61.53,
22-04-2021,11:15,22-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,50.52,EUR,112.05,
21-04-2021,17:05,21-04-2021,AT&T INC.,US00206R1023,Valuta Creditering,1.2017,USD,60.10,USD,0.00,4593f5b4-13e6-43bf-9f7d-f37b8d1c3921
21-04-2021,17:05,21-04-2021,AT&T INC.,US00206R1023,Valuta Debitering,,EUR,-50.01,EUR,61.53,4593f5b4-13e6-43bf-9f7d-f37b8d1c3921
21-04-2021,17:05,21-04-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,111.54,4593f5b4-13e6-43bf-9f7d-f37b8d1c3921
21-04-2021,17:05,21-04-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,111.55,4593f5b4-13e6-43bf-9f7d-f37b8d1c3921
21-04-2021,17:05,21-04-2021,AT&T INC.,US00206R1023,"Koop 2 @ 30,05 USD",,USD,-60.10,USD,-60.10,4593f5b4-13e6-43bf-9f7d-f37b8d1c3921
06-04-2021,13:47,06-04-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,31 EUR",,,,EUR,112.05,
06-04-2021,13:47,06-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.31,EUR,114.36,
01-04-2021,21:10,31-03-2021,,,Flatex Interest,,EUR,-0.10,EUR,112.05,
01-04-2021,12:04,31-03-2021,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-0.77,EUR,112.15,
01-04-2021,12:04,31-03-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-0.77,EUR,112.92,
01-04-2021,12:04,31-03-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-0.77,EUR,113.69,
31-03-2021,12:02,31-03-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,27 EUR",,,,EUR,114.46,
31-03-2021,12:02,31-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.27,EUR,114.19,
30-03-2021,08:35,29-03-2021,,,Valuta Debitering,,EUR,0.27,EUR,114.46,
30-03-2021,08:35,29-03-2021,,,Valuta Debitering,1.1776,USD,-0.32,USD,0.00,
29-03-2021,09:52,26-03-2021,BANK OF AMERICA CORPOR,US0605051046,Dividend,,USD,0.36,USD,0.32,
29-03-2021,09:52,26-03-2021,BANK OF AMERICA CORPOR,US0605051046,Dividendbelasting,,USD,-0.05,USD,-0.04,
16-03-2021,03:41,15-03-2021,,,iDEAL Deposit,,EUR,100.00,EUR,114.19,
16-03-2021,03:41,15-03-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-100.00,EUR,14.19,
12-03-2021,17:49,12-03-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,100.00,EUR,114.19,
04-03-2021,11:46,04-03-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 217,15 EUR",,,,EUR,14.19,
04-03-2021,11:46,04-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,217.15,EUR,231.34,
03-03-2021,17:01,03-03-2021,AT&T INC.,US00206R1023,Valuta Creditering,1.2060,USD,56.78,USD,0.01,631829cf-d552-47a1-bfc5-362316a4b7e6
03-03-2021,17:01,03-03-2021,AT&T INC.,US00206R1023,Valuta Debitering,,EUR,-47.08,EUR,14.19,631829cf-d552-47a1-bfc5-362316a4b7e6
03-03-2021,17:01,03-03-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,61.27,631829cf-d552-47a1-bfc5-362316a4b7e6
03-03-2021,17:01,03-03-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,61.28,631829cf-d552-47a1-bfc5-362316a4b7e6
03-03-2021,17:01,03-03-2021,AT&T INC.,US00206R1023,"Koop 2 @ 28,39 USD",,USD,-56.78,USD,-56.77,631829cf-d552-47a1-bfc5-362316a4b7e6
03-03-2021,09:05,03-03-2021,SP 500 EH,IE00B3ZW0K18,"Koop 2 @ 84,78 EUR",,EUR,-169.56,EUR,61.78,0b613281-8e74-4602-
,,,,,,,,,,,9c05-a290dd1d5370
03-03-2021,05:40,02-03-2021,,,iDEAL Deposit,,EUR,200.00,EUR,231.34,
03-03-2021,05:40,02-03-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,31.34,
02-03-2021,12:49,02-03-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,38 EUR",,,,EUR,231.34,
02-03-2021,12:49,02-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.38,EUR,233.72,
01-03-2021,18:34,01-03-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,231.34,
01-03-2021,11:20,28-02-2021,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-1.19,EUR,31.34,
01-03-2021,11:20,28-02-2021,,,DEGIRO Aansluitingskosten 2021 (Boerse Frankfurt - FRA),,EUR,-1.19,EUR,32.53,
25-02-2021,12:46,25-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,1 EUR",,,,EUR,33.72,
25-02-2021,12:46,25-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.10,EUR,33.62,
24-02-2021,14:11,24-02-2021,ING GROEP N.V.,NL0011821202,Dividend,,EUR,0.12,EUR,33.72,
24-02-2021,14:11,24-02-2021,ING GROEP N.V.,NL0011821202,Dividendbelasting,,EUR,-0.02,EUR,33.60,
17-02-2021,12:16,17-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 37,8 EUR",,,,EUR,33.62,
17-02-2021,12:16,17-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,37.80,EUR,71.42,
16-02-2021,16:35,16-02-2021,CASTOR MARITIME CS,MHY1146L1092,Valuta Creditering,1.2102,USD,12.40,USD,0.01,96a40301-394c-45d7-99eb-cd49a2046a1a
16-02-2021,16:35,16-02-2021,CASTOR MARITIME CS,MHY1146L1092,Valuta Debitering,,EUR,-10.25,EUR,33.62,96a40301-394c-45d7-99eb-cd49a2046a1a
16-02-2021,16:35,16-02-2021,CASTOR MARITIME CS,MHY1146L1092,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.03,EUR,43.87,96a40301-394c-45d7-99eb-cd49a2046a1a
16-02-2021,16:35,16-02-2021,CASTOR MARITIME CS,MHY1146L1092,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,43.90,96a40301-394c-45d7-99eb-cd49a2046a1a
16-02-2021,16:35,16-02-2021,CASTOR MARITIME CS,MHY1146L1092,"Koop 10 @ 1,24 USD",,USD,-12.40,USD,-12.39,96a40301-394c-45d7-99eb-cd49a2046a1a
16-02-2021,14:42,16-02-2021,FBR LTD.,AU000000FBR4,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.02,EUR,44.40,1bb91f96-6356-4b37-be74-bb6d6b8996fb
16-02-2021,14:42,16-02-2021,FBR LTD.,AU000000FBR4,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-7.50,EUR,44.42,1bb91f96-6356-4b37-be74-bb6d6b8996fb
16-02-2021,14:42,16-02-2021,FBR LTD.,AU000000FBR4,"Koop 500 @ 0,039 EUR",,EUR,-19.50,EUR,51.92,1bb91f96-6356-4b37-be74-bb6d6b8996fb
12-02-2021,12:02,12-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 31,85 EUR",,,,EUR,71.42,
12-02-2021,12:02,12-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,31.85,EUR,103.27,
11-02-2021,18:30,11-02-2021,CASTOR MARITIME CS,MHY1146L1092,Valuta Creditering,1.2112,USD,37.88,USD,0.01,b6aabd25-4180-4b97-8387-e5e32cd9403e
11-02-2021,18:30,11-02-2021,CASTOR MARITIME CS,MHY1146L1092,Valuta Debitering,,EUR,-31.27,EUR,71.42,b6aabd25-4180-4b97-8387-e5e32cd9403e
11-02-2021,18:30,11-02-2021,CASTOR MARITIME CS,MHY1146L1092,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.08,EUR,102.69,b6aabd25-4180-4b97-8387-e5e32cd9403e
11-02-2021,18:30,11-02-2021,CASTOR MARITIME CS,MHY1146L1092,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,102.77,b6aabd25-4180-4b97-8387-e5e32cd9403e
11-02-2021,18:30,11-02-2021,CASTOR MARITIME CS,MHY1146L1092,"Koop 25 @ 1,515 USD",,USD,-37.88,USD,-37.87,b6aabd25-4180-4b97-8387-e5e32cd9403e
04-02-2021,11:46,04-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,61 EUR",,,,EUR,103.27,
04-02-2021,11:46,04-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.61,EUR,101.66,
03-02-2021,08:02,02-02-2021,,,Valuta Debitering,,EUR,1.61,EUR,103.27,
03-02-2021,08:02,02-02-2021,,,Valuta Debitering,1.2056,USD,-1.95,USD,0.00,
02-02-2021,13:09,02-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1,19 EUR",,,,EUR,101.66,
02-02-2021,13:09,02-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1.19,EUR,102.85,
02-02-2021,08:03,01-02-2021,AT&T INC.,US00206R1023,Dividend,,USD,1.04,USD,1.95,
02-02-2021,08:03,01-02-2021,AT&T INC.,US00206R1023,Dividendbelasting,,USD,-0.16,USD,0.91,
02-02-2021,07:14,01-02-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividend,,USD,1.26,USD,1.07,
02-02-2021,07:14,01-02-2021,VERIZON COMMUNICATIONS,US92343V1044,Dividendbelasting,,USD,-0.19,USD,-0.19,
31-01-2021,13:17,31-12-2020,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-1.19,EUR,101.66,
21-01-2021,12:01,21-01-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 49,79 EUR",,,,EUR,102.85,
21-01-2021,12:01,21-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,49.79,EUR,152.64,
20-01-2021,09:00,20-01-2021,AHOLD DELHAIZE,NL0011794037,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,102.85,eb09c154-8ca1-446a-a50d-a0cba764bd3d
20-01-2021,09:00,20-01-2021,AHOLD DELHAIZE,NL0011794037,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,102.86,eb09c154-8ca1-446a-a50d-a0cba764bd3d
20-01-2021,09:00,20-01-2021,AHOLD DELHAIZE,NL0011794037,"Koop 2 @ 23,89 EUR",,EUR,-47.78,EUR,104.86,eb09c154-8ca1-446a-a50d-a0cba764bd3d
13-01-2021,15:14,13-01-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 47,36 EUR",,,,EUR,152.64,
13-01-2021,15:14,13-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,47.36,EUR,200.00,
12-01-2021,13:27,11-01-2021,,,iDEAL Deposit,,EUR,200.00,EUR,152.64,
12-01-2021,13:27,11-01-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-47.36,
11-01-2021,11:31,11-01-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 24,22 EUR",,,,EUR,152.64,
11-01-2021,11:31,11-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,24.22,EUR,176.86,
08-01-2021,20:20,08-01-2021,AT&T INC.,US00206R1023,Valuta Creditering,1.2195,USD,86.67,USD,0.00,c98ec741-a4f6-4eb8-
,,,,,,,,,,,a135-10adb1648fac
08-01-2021,20:20,08-01-2021,AT&T INC.,US00206R1023,Valuta Debitering,,EUR,-71.07,EUR,152.64,c98ec741-a4f6-4eb8-a135-10adb1648fac
08-01-2021,20:20,08-01-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,223.71,c98ec741-a4f6-4eb8-a135-10adb1648fac
08-01-2021,20:20,08-01-2021,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,223.72,c98ec741-a4f6-4eb8-a135-10adb1648fac
08-01-2021,20:20,08-01-2021,AT&T INC.,US00206R1023,"Koop 3 @ 28,89 USD",,USD,-86.67,USD,-86.67,c98ec741-a4f6-4eb8-a135-10adb1648fac
08-01-2021,20:19,08-01-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,224.22,
05-01-2021,11:45,05-01-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,67 EUR",,,,EUR,24.22,
05-01-2021,11:45,05-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.67,EUR,24.89,
04-01-2021,11:09,31-12-2020,,,DEGIRO Aansluitingskosten 2020 (New York Stock Exchange - NSY),,EUR,-0.67,EUR,24.22,
31-12-2020,09:15,31-12-2020,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 59,25 EUR",,,,EUR,24.89,
31-12-2020,09:15,31-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,59.25,EUR,84.14,
31-12-2020,04:00,31-12-2020,,,Flatex Interest,,EUR,-0.03,EUR,24.89,
30-12-2020,15:30,30-12-2020,BANK OF AMERICA CORPOR,US0605051046,Valuta Creditering,1.2261,USD,60.00,USD,0.00,0a5a1f03-696e-4069-8b93-521c05590ba7
30-12-2020,15:30,30-12-2020,BANK OF AMERICA CORPOR,US0605051046,Valuta Debitering,,EUR,-48.94,EUR,24.92,0a5a1f03-696e-4069-8b93-521c05590ba7
30-12-2020,15:30,30-12-2020,BANK OF AMERICA CORPOR,US0605051046,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,73.86,0a5a1f03-696e-4069-8b93-521c05590ba7
30-12-2020,15:30,30-12-2020,BANK OF AMERICA CORPOR,US0605051046,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,73.87,0a5a1f03-696e-4069-8b93-521c05590ba7
30-12-2020,15:30,30-12-2020,BANK OF AMERICA CORPOR,US0605051046,Koop 2 @ 30 USD,,USD,-60.00,USD,-60.00,0a5a1f03-696e-4069-
